block_height,timestamp,block_time,transactions_count,block_size_bytes,forger_address,consensus_algorithm
15,1752992503.018673,10.042047023773193,1,2330,"-----BEGIN PUBLIC KEY-----
MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCpQ2c9UvIiDOdU4i4yZG0Swyf2
8ylVMePPSTL0Lqh3Z8gcorYbMLEalUjXPIvuIcdRzjzVUDFt9wWPE4m0InaZH/ul
USpEiWpX6zbkrcXsSnVg6v4gHROrYoE0ZkvmuVUAKr/KhXe3S6SN75WQABJG9Ew9
JhG1hlWvS9TiCqIr6QIDAQAB
-----END PUBLIC KEY-----
",quantum_annealing
16,1752992503.218673,0.20000004768371582,1,2328,"-----BEGIN PUBLIC KEY-----
MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCpQ2c9UvIiDOdU4i4yZG0Swyf2
8ylVMePPSTL0Lqh3Z8gcorYbMLEalUjXPIvuIcdRzjzVUDFt9wWPE4m0InaZH/ul
USpEiWpX6zbkrcXsSnVg6v4gHROrYoE0ZkvmuVUAKr/KhXe3S6SN75WQABJG9Ew9
JhG1hlWvS9TiCqIr6QIDAQAB
-----END PUBLIC KEY-----
",quantum_annealing
