timestamp,node_id,status,block_count,active_nodes,probe_count,response_time
2025-07-19T02:04:05.756187,node_0,online,1,0,0,0.008780956268310547
2025-07-19T02:04:05.760225,node_1,online,1,0,0,0.0022110939025878906
2025-07-19T02:04:05.764308,node_2,online,1,0,0,0.002212047576904297
2025-07-19T02:04:05.768274,node_3,online,1,0,0,0.002050161361694336
2025-07-19T02:04:05.771969,node_4,online,1,0,0,0.0020368099212646484
2025-07-19T02:04:05.775919,node_5,online,1,0,0,0.002084016799926758
2025-07-19T02:04:05.779890,node_6,online,1,0,0,0.002084016799926758
2025-07-19T02:04:05.783902,node_7,online,1,0,0,0.00202178955078125
2025-07-19T02:04:05.787756,node_8,online,1,0,0,0.002064943313598633
2025-07-19T02:04:05.791503,node_9,online,1,0,0,0.0020017623901367188
2025-07-19T02:04:05.795295,node_10,online,1,0,0,0.0019829273223876953
2025-07-19T02:04:05.799163,node_11,online,1,0,0,0.0020248889923095703
2025-07-19T02:04:05.802973,node_12,online,1,0,0,0.0020339488983154297
2025-07-19T02:04:05.806802,node_13,online,1,0,0,0.0020532608032226562
2025-07-19T02:04:05.811065,node_14,online,1,0,0,0.002550840377807617
2025-07-19T02:04:05.814727,node_15,online,1,0,0,0.0019919872283935547
2025-07-19T02:04:05.818458,node_16,online,1,0,0,0.001990079879760742
2025-07-19T02:04:05.822282,node_17,online,1,0,0,0.002025127410888672
2025-07-19T02:04:05.826064,node_18,online,1,0,0,0.002034902572631836
2025-07-19T02:04:05.829853,node_19,online,1,0,0,0.0019979476928710938
2025-07-19T02:04:05.830907,node_20,offline,0,0,0,999.0
2025-07-19T02:04:05.831773,node_21,offline,0,0,0,999.0
2025-07-19T02:04:05.832992,node_22,offline,0,0,0,999.0
2025-07-19T02:04:05.833861,node_23,offline,0,0,0,999.0
2025-07-19T02:04:05.834646,node_24,offline,0,0,0,999.0
2025-07-19T02:04:05.835461,node_25,offline,0,0,0,999.0
2025-07-19T02:04:05.836284,node_26,offline,0,0,0,999.0
2025-07-19T02:04:05.837091,node_27,offline,0,0,0,999.0
2025-07-19T02:04:05.837914,node_28,offline,0,0,0,999.0
2025-07-19T02:04:05.838722,node_29,offline,0,0,0,999.0
2025-07-19T02:04:05.839513,node_30,offline,0,0,0,999.0
2025-07-19T02:04:05.840318,node_31,offline,0,0,0,999.0
2025-07-19T02:04:05.841117,node_32,offline,0,0,0,999.0
2025-07-19T02:04:05.841919,node_33,offline,0,0,0,999.0
2025-07-19T02:04:05.842699,node_34,offline,0,0,0,999.0
2025-07-19T02:04:05.843516,node_35,offline,0,0,0,999.0
2025-07-19T02:04:05.844739,node_36,offline,0,0,0,999.0
2025-07-19T02:04:05.845559,node_37,offline,0,0,0,999.0
2025-07-19T02:04:05.846308,node_38,offline,0,0,0,999.0
2025-07-19T02:04:05.847098,node_39,offline,0,0,0,999.0
2025-07-19T02:04:05.847861,node_40,offline,0,0,0,999.0
2025-07-19T02:04:05.848673,node_41,offline,0,0,0,999.0
2025-07-19T02:04:05.849451,node_42,offline,0,0,0,999.0
2025-07-19T02:04:05.850259,node_43,offline,0,0,0,999.0
2025-07-19T02:04:05.851046,node_44,offline,0,0,0,999.0
2025-07-19T02:04:05.851787,node_45,offline,0,0,0,999.0
2025-07-19T02:04:05.852599,node_46,offline,0,0,0,999.0
2025-07-19T02:04:05.853385,node_47,offline,0,0,0,999.0
2025-07-19T02:04:05.854148,node_48,offline,0,0,0,999.0
2025-07-19T02:04:05.854928,node_49,offline,0,0,0,999.0
2025-07-19T02:04:08.878380,node_0,online,1,0,0,0.005980730056762695
2025-07-19T02:04:08.883866,node_1,online,1,0,0,0.003120899200439453
2025-07-19T02:04:08.889017,node_2,online,1,0,0,0.0026581287384033203
2025-07-19T02:04:08.894229,node_3,online,1,0,0,0.003022909164428711
2025-07-19T02:04:08.899359,node_4,online,1,0,0,0.002959728240966797
2025-07-19T02:04:08.903239,node_5,online,1,0,0,0.0020308494567871094
2025-07-19T02:04:08.907323,node_6,online,1,0,0,0.0020799636840820312
2025-07-19T02:04:08.911338,node_7,online,1,0,0,0.002054929733276367
2025-07-19T02:04:08.915732,node_8,online,1,0,0,0.002064943313598633
2025-07-19T02:04:08.919642,node_9,online,1,0,0,0.002089977264404297
2025-07-19T02:04:08.923537,node_10,online,1,0,0,0.002012968063354492
2025-07-19T02:04:08.927236,node_11,online,1,0,0,0.001990079879760742
2025-07-19T02:04:08.930943,node_12,online,1,0,0,0.0018961429595947266
2025-07-19T02:04:08.934527,node_13,online,1,0,0,0.0019600391387939453
2025-07-19T02:04:08.938268,node_14,online,1,0,0,0.001964092254638672
2025-07-19T02:04:08.942061,node_15,online,1,0,0,0.002053976058959961
2025-07-19T02:04:08.945700,node_16,online,1,0,0,0.00189208984375
2025-07-19T02:04:08.949430,node_17,online,1,0,0,0.002008199691772461
2025-07-19T02:04:08.953118,node_18,online,1,0,0,0.002002239227294922
2025-07-19T02:04:08.957429,node_19,online,1,0,0,0.002051830291748047
2025-07-19T02:04:08.958379,node_20,offline,0,0,0,999.0
2025-07-19T02:04:08.959212,node_21,offline,0,0,0,999.0
2025-07-19T02:04:08.960694,node_22,offline,0,0,0,999.0
2025-07-19T02:04:08.961568,node_23,offline,0,0,0,999.0
2025-07-19T02:04:08.962369,node_24,offline,0,0,0,999.0
2025-07-19T02:04:08.963173,node_25,offline,0,0,0,999.0
2025-07-19T02:04:08.963989,node_26,offline,0,0,0,999.0
2025-07-19T02:04:08.964767,node_27,offline,0,0,0,999.0
2025-07-19T02:04:08.965520,node_28,offline,0,0,0,999.0
2025-07-19T02:04:08.966311,node_29,offline,0,0,0,999.0
2025-07-19T02:04:08.967108,node_30,offline,0,0,0,999.0
2025-07-19T02:04:08.967870,node_31,offline,0,0,0,999.0
2025-07-19T02:04:08.968612,node_32,offline,0,0,0,999.0
2025-07-19T02:04:08.969390,node_33,offline,0,0,0,999.0
2025-07-19T02:04:08.970194,node_34,offline,0,0,0,999.0
2025-07-19T02:04:08.970992,node_35,offline,0,0,0,999.0
2025-07-19T02:04:08.971742,node_36,offline,0,0,0,999.0
2025-07-19T02:04:08.972539,node_37,offline,0,0,0,999.0
2025-07-19T02:04:08.973777,node_38,offline,0,0,0,999.0
2025-07-19T02:04:08.974583,node_39,offline,0,0,0,999.0
2025-07-19T02:04:08.975384,node_40,offline,0,0,0,999.0
2025-07-19T02:04:08.976195,node_41,offline,0,0,0,999.0
2025-07-19T02:04:08.976987,node_42,offline,0,0,0,999.0
2025-07-19T02:04:08.977755,node_43,offline,0,0,0,999.0
2025-07-19T02:04:08.978547,node_44,offline,0,0,0,999.0
2025-07-19T02:04:08.979365,node_45,offline,0,0,0,999.0
2025-07-19T02:04:08.980146,node_46,offline,0,0,0,999.0
2025-07-19T02:04:08.980931,node_47,offline,0,0,0,999.0
2025-07-19T02:04:08.981731,node_48,offline,0,0,0,999.0
2025-07-19T02:04:08.982523,node_49,offline,0,0,0,999.0
